,Unnamed: 0,median_income,housing_units,occupied_housing_units,total_pop,white_pop,afam_pop,amindian_pop,asian_pop,hawaiian_pop,other_race,two_or_more,male,female,median_age,under_18,above_18,PCT0050002,PCT0050003,PCT0050004,PCT0050005,PCT0050006,PCT0050007,PCT0050008,PCT0050009,PCT0050010,PCT0050011,PCT0050012,PCT0050013,PCT0050014,PCT0050015,PCT0050016,PCT0050017,PCT0050018,PCT0050019,PCT0050020,PCT0050021,PCT0050022,state,zipcode,zip,naics,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000
20,20.0,95931.0,14351.0,13395.0,38930.0,28488.0,1782.0,361.0,4813.0,72.0,1988.0,1426.0,19179.0,19751.0,33.9,11948.0,26914.0,1456.0,44.0,0.0,6.0,46.0,1110.0,606.0,1.0,16.0,82.0,404.0,38.0,2.0,9.0,127.0,2.0,60.0,38.0,620.0,0.0,61.0,4.0,85286.0,85286,------,705,424,98,68,68,24,13,6,4,0
21,21.0,48600.0,22923.0,20596.0,46395.0,37995.0,1738.0,714.0,1446.0,54.0,3100.0,1348.0,22366.0,24029.0,38.2,9625.0,36653.0,381.0,1.0,0.0,10.0,11.0,256.0,319.0,3.0,5.0,73.0,87.0,3.0,3.0,0.0,15.0,0.0,7.0,28.0,186.0,0.0,23.0,4.0,85022.0,85022,------,819,480,153,96,60,23,7,0,0,0
22,22.0,37861.0,15095.0,12853.0,36464.0,22458.0,1715.0,1288.0,624.0,251.0,8617.0,1511.0,18751.0,17713.0,29.4,10351.0,25370.0,90.0,1.0,0.0,3.0,23.0,106.0,135.0,0.0,4.0,36.0,33.0,4.0,0.0,0.0,15.0,2.0,17.0,14.0,117.0,0.0,11.0,4.0,85210.0,85210,------,1247,606,236,177,121,63,33,6,5,0
23,23.0,90381.0,8705.0,8143.0,19157.0,17627.0,242.0,124.0,402.0,16.0,338.0,408.0,9283.0,9874.0,46.9,3643.0,15458.0,79.0,0.0,0.0,3.0,1.0,120.0,56.0,0.0,5.0,42.0,36.0,0.0,0.0,0.0,6.0,6.0,10.0,5.0,11.0,0.0,11.0,4.0,85028.0,85028,------,889,606,118,88,42,22,9,3,1,0
24,24.0,63538.0,9669.0,8178.0,15906.0,14624.0,208.0,87.0,316.0,19.0,302.0,350.0,7286.0,8620.0,47.4,2164.0,13714.0,69.0,1.0,0.0,9.0,0.0,75.0,45.0,0.0,1.0,29.0,41.0,4.0,0.0,1.0,0.0,0.0,1.0,5.0,21.0,0.0,8.0,4.0,85250.0,85250,------,662,419,86,57,60,20,15,5,0,0
25,25.0,80216.0,10275.0,8704.0,25922.0,19439.0,1593.0,401.0,1657.0,34.0,2015.0,783.0,10955.0,14967.0,40.7,5115.0,17143.0,172.0,8.0,0.0,1.0,7.0,330.0,493.0,1.0,2.0,54.0,168.0,9.0,5.0,4.0,9.0,1.0,3.0,15.0,284.0,27.0,26.0,4.0,85395.0,85395,------,402,225,59,49,49,14,3,3,0,0
26,26.0,84089.0,12927.0,12044.0,36799.0,30083.0,1243.0,283.0,1905.0,81.0,1776.0,1428.0,18170.0,18629.0,31.7,11750.0,24953.0,387.0,33.0,0.0,0.0,16.0,341.0,462.0,0.0,17.0,86.0,129.0,16.0,1.0,2.0,27.0,4.0,15.0,24.0,263.0,1.0,27.0,4.0,85296.0,85296,------,953,583,134,132,64,24,11,3,1,1
27,27.0,41660.0,15947.0,14074.0,36909.0,26086.0,2535.0,786.0,1447.0,109.0,4508.0,1438.0,17806.0,19103.0,35.3,9077.0,27173.0,141.0,16.0,0.0,17.0,9.0,229.0,277.0,0.0,9.0,98.0,75.0,4.0,0.0,8.0,5.0,0.0,2.0,21.0,464.0,1.0,43.0,4.0,85302.0,85302,------,360,192,85,35,27,9,10,2,0,0
28,28.0,98382.0,13632.0,12613.0,33449.0,27017.0,1548.0,356.0,2333.0,68.0,900.0,1227.0,16411.0,17038.0,39.1,8940.0,24475.0,575.0,8.0,0.0,1.0,4.0,607.0,239.0,0.0,8.0,131.0,377.0,13.0,19.0,9.0,21.0,1.0,54.0,22.0,188.0,0.0,15.0,4.0,85048.0,85048,------,768,543,93,65,50,11,5,1,0,0
29,29.0,62921.0,18632.0,16643.0,40454.0,35442.0,1029.0,242.0,1266.0,53.0,1320.0,1102.0,18991.0,21463.0,40.7,9421.0,30773.0,318.0,3.0,0.0,4.0,12.0,223.0,253.0,0.0,2.0,59.0,166.0,8.0,1.0,0.0,14.0,0.0,4.0,17.0,130.0,1.0,24.0,4.0,85382.0,85382,------,807,418,120,115,81,39,30,4,0,0
30,30.0,65627.0,20434.0,16738.0,44744.0,39224.0,845.0,406.0,770.0,54.0,2259.0,1186.0,21919.0,22825.0,40.5,11460.0,33112.0,85.0,0.0,0.0,0.0,6.0,123.0,256.0,0.0,7.0,50.0,97.0,12.0,1.0,0.0,9.0,0.0,1.0,9.0,70.0,0.0,19.0,4.0,85207.0,85207,------,612,435,81,52,30,9,4,1,0,0
31,31.0,102875.0,10270.0,8976.0,21422.0,19369.0,309.0,88.0,978.0,11.0,208.0,459.0,10430.0,10992.0,46.6,4538.0,16798.0,300.0,7.0,0.0,0.0,1.0,238.0,105.0,0.0,4.0,64.0,123.0,1.0,2.0,4.0,45.0,1.0,7.0,7.0,39.0,1.0,11.0,4.0,85259.0,85259,------,604,478,58,34,24,7,3,0,0,0
32,32.0,34677.0,23282.0,19676.0,56145.0,30274.0,5360.0,2249.0,894.0,141.0,14909.0,2318.0,29146.0,26999.0,27.5,17187.0,38019.0,201.0,7.0,0.0,52.0,5.0,173.0,167.0,0.0,13.0,33.0,56.0,18.0,1.0,3.0,23.0,1.0,15.0,13.0,76.0,1.0,20.0,4.0,85008.0,85008,------,716,360,128,82,67,37,25,9,6,2
33,33.0,38864.0,16525.0,14174.0,40375.0,25849.0,2608.0,1256.0,1545.0,97.0,7371.0,1649.0,20242.0,20133.0,32.9,11299.0,28912.0,86.0,2.0,23.0,406.0,2.0,133.0,226.0,0.0,4.0,52.0,34.0,18.0,0.0,2.0,11.0,0.0,0.0,39.0,434.0,0.0,45.0,4.0,85051.0,85051,------,608,291,145,84,63,17,7,1,0,0
34,34.0,44702.0,17681.0,15628.0,37275.0,25419.0,2442.0,1865.0,1239.0,231.0,4514.0,1565.0,18547.0,18728.0,31.5,8449.0,28752.0,148.0,9.0,0.0,3.0,40.0,245.0,216.0,1.0,15.0,46.0,134.0,8.0,1.0,4.0,26.0,7.0,13.0,42.0,214.0,0.0,34.0,4.0,85202.0,85202,------,874,431,179,129,90,34,8,0,1,2
35,35.0,118618.0,19159.0,15299.0,37270.0,34331.0,413.0,58.0,1510.0,31.0,272.0,655.0,18148.0,19122.0,45.0,8706.0,28463.0,506.0,2.0,0.0,9.0,0.0,329.0,139.0,0.0,3.0,70.0,235.0,4.0,2.0,4.0,37.0,8.0,16.0,12.0,75.0,2.0,22.0,4.0,85255.0,85255,------,1683,1125,208,152,123,42,24,5,3,1
36,36.0,81101.0,8095.0,7267.0,24492.0,19841.0,926.0,270.0,804.0,103.0,1588.0,960.0,12236.0,12256.0,29.0,8693.0,15493.0,101.0,12.0,0.0,1.0,14.0,88.0,200.0,0.0,4.0,53.0,41.0,24.0,0.0,0.0,12.0,4.0,1.0,28.0,150.0,0.0,38.0,4.0,85212.0,85212,------,482,294,82,37,39,19,8,3,0,0
37,37.0,68557.0,10131.0,9452.0,22898.0,19856.0,554.0,187.0,813.0,52.0,704.0,732.0,11107.0,11791.0,34.7,5438.0,17437.0,300.0,0.0,0.0,0.0,5.0,100.0,141.0,0.0,0.0,30.0,99.0,16.0,0.0,5.0,24.0,2.0,1.0,14.0,55.0,0.0,7.0,4.0,85024.0,85024,------,520,292,94,63,44,14,9,2,1,1
38,38.0,56887.0,19320.0,17965.0,44813.0,28864.0,3077.0,4085.0,2126.0,161.0,4565.0,1935.0,22640.0,22173.0,31.4,9730.0,34663.0,718.0,34.0,0.0,0.0,60.0,353.0,225.0,0.0,41.0,80.0,189.0,10.0,2.0,13.0,59.0,9.0,35.0,17.0,189.0,2.0,41.0,4.0,85283.0,85283,------,1130,574,198,145,129,40,31,6,4,3
39,39.0,79162.0,19498.0,16811.0,36056.0,32169.0,568.0,141.0,1936.0,28.0,429.0,785.0,17065.0,18991.0,43.1,6669.0,29013.0,815.0,0.0,0.0,14.0,9.0,293.0,217.0,0.0,11.0,121.0,168.0,7.0,1.0,6.0,51.0,7.0,21.0,20.0,113.0,0.0,16.0,4.0,85260.0,85260,------,3259,1836,566,353,310,112,60,16,4,2
40,40.0,45615.0,4910.0,3900.0,9369.0,5931.0,1024.0,252.0,114.0,22.0,1696.0,330.0,5844.0,3525.0,31.7,1474.0,5987.0,15.0,0.0,0.0,0.0,0.0,19.0,25.0,0.0,0.0,10.0,8.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,12.0,0.0,12.0,4.0,85003.0,85003,------,474,265,77,54,53,17,6,1,0,1
41,41.0,42224.0,18508.0,16370.0,43233.0,31121.0,2082.0,1096.0,1086.0,84.0,6160.0,1604.0,21328.0,21905.0,33.2,11210.0,31624.0,214.0,4.0,13.0,16.0,61.0,149.0,222.0,1.0,3.0,34.0,43.0,38.0,0.0,7.0,8.0,2.0,0.0,26.0,189.0,0.0,22.0,4.0,85029.0,85029,------,788,392,153,94,85,26,26,4,7,1
42,42.0,35453.0,21284.0,17398.0,27789.0,26836.0,401.0,68.0,185.0,8.0,145.0,146.0,11541.0,16248.0,73.5,72.0,27391.0,11.0,0.0,0.0,0.0,1.0,19.0,51.0,0.0,4.0,64.0,14.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,9.0,0.0,0.0,4.0,85351.0,85351,------,415,194,98,70,38,8,5,1,0,1
43,43.0,84170.0,9587.0,8480.0,26262.0,19183.0,1815.0,247.0,1283.0,45.0,2635.0,1054.0,12927.0,13335.0,34.3,8180.0,18027.0,152.0,4.0,0.0,0.0,3.0,172.0,281.0,11.0,6.0,55.0,133.0,33.0,0.0,0.0,11.0,2.0,7.0,28.0,327.0,8.0,22.0,4.0,85340.0,85340,------,394,252,55,41,30,9,6,1,0,0
44,44.0,52453.0,22441.0,17860.0,34390.0,29127.0,944.0,559.0,730.0,56.0,1886.0,1088.0,16980.0,17410.0,37.4,5203.0,28996.0,187.0,7.0,0.0,2.0,1.0,158.0,117.0,0.0,1.0,52.0,88.0,5.0,1.0,1.0,18.0,7.0,1.0,17.0,40.0,2.0,6.0,4.0,85251.0,85251,------,2329,1284,415,281,209,94,30,8,6,2
45,45.0,61908.0,9141.0,7062.0,15963.0,14671.0,216.0,149.0,249.0,14.0,321.0,343.0,7613.0,8350.0,52.3,2672.0,13055.0,41.0,0.0,0.0,0.0,0.0,38.0,59.0,0.0,0.0,30.0,17.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,42.0,0.0,7.0,4.0,85215.0,85215,------,615,298,108,91,82,20,13,3,0,0
46,46.0,30202.0,8241.0,6908.0,25042.0,12788.0,1311.0,648.0,843.0,42.0,8360.0,1050.0,12608.0,12434.0,27.9,8680.0,16342.0,34.0,5.0,7.0,51.0,13.0,146.0,66.0,0.0,0.0,17.0,12.0,2.0,6.0,1.0,0.0,1.0,0.0,1.0,450.0,0.0,17.0,4.0,85019.0,85019,------,301,138,55,53,39,11,4,1,0,0
47,47.0,29903.0,10183.0,8565.0,25742.0,13463.0,1305.0,751.0,266.0,35.0,8935.0,987.0,13315.0,12427.0,29.3,8003.0,17095.0,116.0,0.0,0.0,2.0,0.0,34.0,53.0,0.0,0.0,6.0,6.0,8.0,0.0,1.0,0.0,0.0,1.0,7.0,23.0,0.0,6.0,4.0,85006.0,85006,------,468,238,85,59,58,11,9,5,2,1
48,48.0,35799.0,21487.0,17915.0,46092.0,30548.0,2519.0,2652.0,772.0,167.0,7553.0,1881.0,23005.0,23087.0,30.4,12544.0,33082.0,97.0,4.0,0.0,3.0,9.0,118.0,137.0,1.0,13.0,42.0,68.0,12.0,0.0,3.0,19.0,0.0,15.0,23.0,148.0,1.0,28.0,4.0,85201.0,85201,------,904,456,160,131,97,36,18,5,1,0
