,Unnamed: 0,median_income,housing_units,occupied_housing_units,total_pop,white_pop,afam_pop,amindian_pop,asian_pop,hawaiian_pop,other_race,two_or_more,male,female,median_age,under_18,above_18,PCT0050002,PCT0050003,PCT0050004,PCT0050005,PCT0050006,PCT0050007,PCT0050008,PCT0050009,PCT0050010,PCT0050011,PCT0050012,PCT0050013,PCT0050014,PCT0050015,PCT0050016,PCT0050017,PCT0050018,PCT0050019,PCT0050020,PCT0050021,PCT0050022,state,zipcode,zip,naics,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000
65,65.0,87580.0,20252.0,18478.0,45801.0,40957.0,649.0,241.0,2303.0,34.0,679.0,938.0,22432.0,23369.0,43.4,9833.0,35426.0,1275.0,1.0,0.0,10.0,0.0,325.0,252.0,0.0,6.0,83.0,117.0,2.0,2.0,1.0,40.0,3.0,40.0,22.0,76.0,2.0,21.0,4.0,85254.0,85254,------,2024,1248,278,229,159,69,33,5,3,0
66,66.0,76413.0,3801.0,2967.0,5384.0,4636.0,173.0,34.0,293.0,5.0,104.0,139.0,2663.0,2721.0,35.2,738.0,4633.0,113.0,0.0,0.0,0.0,0.0,43.0,50.0,0.0,1.0,20.0,13.0,1.0,0.0,0.0,9.0,1.0,6.0,1.0,17.0,0.0,8.0,4.0,85054.0,85054,------,248,121,28,30,32,19,11,2,2,3
67,67.0,129564.0,7273.0,4892.0,11275.0,10615.0,134.0,25.0,239.0,8.0,84.0,170.0,5624.0,5651.0,54.1,1666.0,9609.0,45.0,0.0,0.0,8.0,0.0,79.0,16.0,0.0,1.0,30.0,32.0,0.0,0.0,2.0,5.0,0.0,0.0,5.0,9.0,0.0,2.0,4.0,85262.0,85262,------,412,302,46,26,19,13,5,1,0,0
68,68.0,114513.0,6232.0,4756.0,11406.0,10792.0,129.0,15.0,216.0,5.0,73.0,176.0,5547.0,5859.0,53.8,2079.0,9302.0,46.0,0.0,0.0,0.0,0.0,47.0,32.0,0.0,0.0,18.0,36.0,1.0,2.0,0.0,2.0,0.0,3.0,4.0,7.0,1.0,11.0,4.0,85266.0,85266,------,261,198,30,19,9,3,2,0,0,0
69,69.0,50431.0,3613.0,3099.0,9230.0,5831.0,842.0,122.0,333.0,33.0,1539.0,530.0,4637.0,4593.0,27.4,2951.0,6265.0,11.0,0.0,0.0,0.0,0.0,36.0,139.0,0.0,1.0,9.0,20.0,5.0,0.0,0.0,0.0,1.0,1.0,10.0,82.0,0.0,4.0,4.0,85307.0,85307,------,123,50,22,20,22,3,3,2,1,0
70,70.0,23302.0,14369.0,12153.0,52520.0,24795.0,2534.0,1385.0,249.0,39.0,21650.0,1868.0,28808.0,23712.0,25.6,17094.0,28366.0,20.0,0.0,0.0,13.0,1.0,42.0,83.0,0.0,3.0,16.0,14.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,28.0,0.0,20.0,4.0,85009.0,85009,------,1141,390,225,202,186,85,40,10,3,0
71,71.0,34636.0,14961.0,12592.0,47486.0,20665.0,2739.0,1087.0,429.0,67.0,20614.0,1885.0,23606.0,23880.0,24.5,17749.0,29729.0,40.0,0.0,0.0,37.0,1.0,82.0,105.0,3.0,2.0,15.0,30.0,5.0,3.0,0.0,4.0,0.0,0.0,4.0,75.0,0.0,11.0,4.0,85035.0,85035,------,234,90,57,33,33,11,9,1,0,0
72,72.0,43895.0,9443.0,8240.0,30560.0,14633.0,2844.0,648.0,672.0,35.0,10539.0,1189.0,15068.0,15492.0,25.7,11558.0,19001.0,100.0,13.0,6.0,0.0,40.0,53.0,183.0,1.0,2.0,11.0,15.0,34.0,0.0,0.0,11.0,0.0,1.0,14.0,141.0,1.0,14.0,4.0,85043.0,85043,------,789,223,125,139,147,83,40,20,7,5
73,73.0,45573.0,18657.0,14074.0,34762.0,29193.0,765.0,447.0,528.0,78.0,2688.0,1063.0,16697.0,18065.0,43.4,7836.0,26647.0,19.0,0.0,0.0,6.0,15.0,47.0,243.0,0.0,1.0,31.0,26.0,6.0,0.0,0.0,4.0,0.0,0.0,14.0,98.0,0.0,4.0,4.0,85208.0,85208,------,287,151,47,43,26,14,4,1,1,0
74,74.0,30661.0,16495.0,13420.0,37644.0,22310.0,3153.0,1893.0,1962.0,113.0,6497.0,1716.0,19013.0,18631.0,30.5,11365.0,26089.0,62.0,10.0,219.0,566.0,1.0,190.0,168.0,0.0,1.0,26.0,29.0,3.0,0.0,75.0,1.0,7.0,3.0,27.0,384.0,2.0,86.0,4.0,85015.0,85015,------,608,314,128,86,52,13,10,3,2,0
75,75.0,29830.0,793.0,317.0,583.0,548.0,1.0,5.0,2.0,2.0,4.0,21.0,295.0,288.0,61.4,47.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,85545.0,85545,------,9,5,2,1,1,0,0,0,0,0
76,76.0,76015.0,10231.0,9195.0,24249.0,20692.0,753.0,186.0,862.0,43.0,1043.0,670.0,11576.0,12673.0,41.0,5346.0,18453.0,79.0,0.0,0.0,0.0,41.0,185.0,207.0,0.0,2.0,53.0,66.0,2.0,0.0,0.0,8.0,0.0,12.0,14.0,143.0,0.0,16.0,4.0,85381.0,85381,------,650,379,119,68,57,16,11,0,0,0
77,77.0,34595.0,2804.0,2195.0,4965.0,3265.0,432.0,201.0,132.0,6.0,740.0,189.0,2646.0,2319.0,30.8,538.0,3258.0,43.0,0.0,0.0,0.0,1.0,16.0,21.0,0.0,1.0,9.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,22.0,4.0,85004.0,85004,------,1206,577,204,152,151,56,46,10,7,3
78,78.0,50489.0,2764.0,2254.0,6700.0,5613.0,52.0,80.0,35.0,9.0,709.0,202.0,3345.0,3355.0,38.9,1816.0,4879.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,85361.0,85361,------,45,34,4,5,2,0,0,0,0,0
79,79.0,23832.0,8716.0,7612.0,30493.0,14552.0,1586.0,559.0,258.0,39.0,12343.0,1156.0,15278.0,15215.0,25.1,11373.0,19093.0,16.0,0.0,0.0,0.0,2.0,26.0,90.0,0.0,0.0,17.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,83.0,0.0,9.0,4.0,85031.0,85031,------,273,118,49,49,36,12,6,2,1,0
80,80.0,55542.0,3804.0,3139.0,6390.0,5013.0,364.0,185.0,168.0,5.0,464.0,191.0,3338.0,3052.0,41.9,1014.0,5113.0,44.0,8.0,0.0,0.0,0.0,43.0,20.0,0.0,0.0,8.0,19.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,12.0,0.0,2.0,4.0,85012.0,85012,------,994,547,162,108,89,46,28,7,3,4
81,81.0,51245.0,19287.0,15969.0,33896.0,24248.0,1625.0,1265.0,989.0,36.0,4491.0,1242.0,16976.0,16920.0,37.5,6915.0,26737.0,341.0,3.0,0.0,13.0,2.0,153.0,192.0,0.0,3.0,47.0,58.0,3.0,1.0,9.0,17.0,3.0,7.0,12.0,84.0,4.0,17.0,4.0,85016.0,85016,------,2453,1346,388,285,237,107,58,19,8,5
82,82.0,80028.0,17366.0,16345.0,50014.0,42295.0,1298.0,416.0,1972.0,106.0,2372.0,1555.0,24518.0,25496.0,32.6,15853.0,34078.0,503.0,18.0,0.0,0.0,27.0,318.0,419.0,1.0,7.0,85.0,163.0,19.0,0.0,4.0,36.0,6.0,14.0,21.0,268.0,1.0,9.0,4.0,85234.0,85234,------,1116,694,181,108,89,28,14,2,0,0
83,83.0,66614.0,16773.0,14147.0,29821.0,25524.0,801.0,829.0,1774.0,16.0,359.0,518.0,13931.0,15890.0,59.0,4402.0,25405.0,640.0,9.0,0.0,2.0,3.0,294.0,167.0,0.0,2.0,91.0,317.0,11.0,10.0,0.0,22.0,0.0,25.0,20.0,87.0,8.0,27.0,4.0,85248.0,85248,------,706,434,107,78,43,18,15,4,2,5
84,84.0,57612.0,14592.0,11443.0,31797.0,27570.0,674.0,383.0,584.0,86.0,1719.0,781.0,15627.0,16170.0,39.0,8393.0,23227.0,148.0,3.0,0.0,2.0,1.0,108.0,111.0,0.0,2.0,39.0,44.0,6.0,1.0,0.0,5.0,3.0,7.0,22.0,65.0,0.0,9.0,4.0,85213.0,85213,------,571,371,75,75,30,15,4,1,0,0
85,85.0,27864.0,13883.0,11339.0,38872.0,19429.0,2603.0,1156.0,1982.0,76.0,12009.0,1617.0,19945.0,18927.0,26.9,13678.0,24583.0,80.0,0.0,205.0,675.0,1.0,93.0,89.0,0.0,2.0,9.0,19.0,16.0,0.0,10.0,5.0,9.0,2.0,25.0,646.0,0.0,41.0,4.0,85017.0,85017,------,719,315,133,131,87,30,20,1,0,2
86,86.0,46676.0,14698.0,13247.0,40962.0,19377.0,7076.0,1055.0,974.0,102.0,10711.0,1667.0,20390.0,20572.0,30.8,12063.0,28422.0,240.0,8.0,0.0,7.0,34.0,115.0,220.0,0.0,11.0,32.0,50.0,13.0,0.0,2.0,42.0,4.0,3.0,14.0,107.0,1.0,36.0,4.0,85042.0,85042,------,398,208,72,47,47,16,6,2,0,0
87,87.0,50224.0,14660.0,12774.0,44771.0,23343.0,3556.0,763.0,1349.0,70.0,13683.0,2007.0,22244.0,22527.0,26.8,15662.0,29079.0,165.0,4.0,0.0,0.0,13.0,174.0,413.0,0.0,2.0,48.0,50.0,13.0,0.0,0.0,13.0,1.0,6.0,37.0,334.0,3.0,41.0,4.0,85037.0,85037,------,305,151,61,44,30,12,5,0,1,1
88,88.0,46361.0,18849.0,15249.0,33154.0,28570.0,950.0,342.0,641.0,64.0,1777.0,810.0,15227.0,17927.0,46.6,6008.0,26679.0,103.0,2.0,0.0,0.0,1.0,111.0,199.0,2.0,6.0,45.0,58.0,3.0,0.0,6.0,1.0,0.0,3.0,20.0,60.0,1.0,7.0,4.0,85206.0,85206,------,1077,510,212,165,109,44,28,6,2,1
89,89.0,75394.0,13281.0,10426.0,22684.0,21352.0,221.0,130.0,414.0,22.0,239.0,306.0,10837.0,11847.0,54.0,3249.0,19253.0,63.0,2.0,0.0,0.0,2.0,88.0,89.0,3.0,5.0,42.0,35.0,1.0,0.0,0.0,14.0,0.0,4.0,4.0,38.0,4.0,17.0,4.0,85268.0,85268,------,632,435,91,63,32,8,3,0,0,0
90,90.0,74025.0,13935.0,12298.0,39732.0,30387.0,2493.0,321.0,1504.0,91.0,2912.0,2024.0,19459.0,20273.0,30.1,13911.0,25725.0,107.0,15.0,0.0,0.0,45.0,126.0,652.0,19.0,8.0,64.0,99.0,16.0,1.0,2.0,22.0,0.0,1.0,23.0,246.0,1.0,14.0,4.0,85379.0,85379,------,328,220,36,33,23,9,7,0,0,0
91,91.0,82746.0,16014.0,13826.0,40495.0,36106.0,846.0,365.0,917.0,58.0,1092.0,1111.0,20373.0,20122.0,37.8,11886.0,27480.0,146.0,0.0,0.0,2.0,2.0,114.0,258.0,2.0,9.0,48.0,132.0,13.0,0.0,0.0,4.0,0.0,7.0,17.0,120.0,1.0,22.0,4.0,85086.0,85086,------,762,479,132,87,49,8,6,1,0,0
92,92.0,27336.0,23846.0,19748.0,60161.0,31375.0,4846.0,1423.0,953.0,110.0,18649.0,2805.0,29667.0,30494.0,28.3,20106.0,39777.0,62.0,0.0,20.0,80.0,3.0,129.0,214.0,0.0,1.0,53.0,22.0,17.0,0.0,3.0,6.0,0.0,1.0,19.0,261.0,0.0,50.0,4.0,85301.0,85301,------,936,437,198,144,98,36,19,2,2,0
93,93.0,49515.0,26224.0,20386.0,47146.0,39299.0,1876.0,267.0,703.0,68.0,3575.0,1358.0,22311.0,24835.0,50.5,9182.0,37828.0,76.0,0.0,0.0,0.0,7.0,76.0,237.0,5.0,3.0,58.0,89.0,13.0,0.0,3.0,6.0,0.0,6.0,13.0,59.0,0.0,36.0,4.0,85374.0,85374,------,690,295,135,116,92,38,13,1,0,0
94,94.0,50427.0,17010.0,15117.0,37140.0,29276.0,1124.0,549.0,2271.0,90.0,2639.0,1191.0,18850.0,18290.0,32.8,8594.0,28479.0,1340.0,0.0,0.0,3.0,0.0,430.0,201.0,0.0,9.0,39.0,47.0,13.0,2.0,3.0,11.0,0.0,2.0,10.0,107.0,2.0,26.0,4.0,85027.0,85027,------,1521,655,263,233,213,97,36,13,3,8
95,95.0,99118.0,13667.0,12281.0,36908.0,29548.0,1532.0,238.0,3259.0,42.0,1075.0,1214.0,18012.0,18896.0,37.2,11884.0,24987.0,772.0,17.0,0.0,0.0,25.0,763.0,333.0,0.0,12.0,77.0,427.0,13.0,2.0,0.0,41.0,12.0,60.0,14.0,529.0,0.0,84.0,4.0,85249.0,85249,------,665,486,75,43,42,14,5,0,0,0
96,96.0,47387.0,11898.0,10854.0,28480.0,22679.0,1214.0,481.0,617.0,46.0,2445.0,998.0,14379.0,14101.0,35.0,6983.0,21355.0,47.0,0.0,0.0,0.0,9.0,102.0,142.0,0.0,4.0,28.0,28.0,17.0,1.0,5.0,2.0,0.0,1.0,10.0,166.0,0.0,32.0,4.0,85053.0,85053,------,467,255,108,43,36,8,10,4,3,0
97,97.0,46055.0,22676.0,17271.0,39858.0,34763.0,953.0,434.0,537.0,86.0,1978.0,1107.0,18763.0,21095.0,47.8,7972.0,31542.0,80.0,4.0,0.0,11.0,6.0,73.0,191.0,0.0,5.0,44.0,42.0,0.0,3.0,0.0,7.0,0.0,3.0,17.0,40.0,0.0,3.0,4.0,85205.0,85205,------,750,416,124,114,69,18,7,0,1,1
98,98.0,101684.0,8215.0,7186.0,21479.0,18157.0,749.0,84.0,1400.0,26.0,485.0,578.0,10483.0,10996.0,35.9,6876.0,14577.0,244.0,22.0,0.0,0.0,8.0,270.0,313.0,0.0,1.0,39.0,111.0,8.0,1.0,3.0,20.0,0.0,8.0,18.0,269.0,0.0,8.0,4.0,85298.0,85298,------,379,306,30,20,18,3,2,0,0,0
99,99.0,82529.0,11333.0,10198.0,25736.0,22740.0,458.0,105.0,1266.0,14.0,520.0,633.0,12307.0,13429.0,37.6,6602.0,19024.0,550.0,0.0,0.0,1.0,2.0,284.0,168.0,0.0,0.0,38.0,79.0,0.0,1.0,0.0,29.0,2.0,13.0,9.0,37.0,1.0,24.0,4.0,85050.0,85050,------,734,454,100,68,79,18,12,2,1,0
100,100.0,66379.0,13302.0,11579.0,35310.0,22706.0,3266.0,501.0,1593.0,98.0,5475.0,1671.0,17319.0,17991.0,30.9,10697.0,24607.0,191.0,0.0,0.0,0.0,15.0,178.0,433.0,1.0,2.0,50.0,147.0,23.0,0.0,0.0,25.0,0.0,7.0,33.0,397.0,6.0,46.0,4.0,85392.0,85392,------,338,187,64,35,37,11,2,2,0,0
101,101.0,46071.0,20021.0,16342.0,27703.0,26862.0,304.0,54.0,199.0,20.0,86.0,178.0,12245.0,15458.0,74.3,415.0,27102.0,11.0,0.0,0.0,0.0,1.0,38.0,39.0,0.0,0.0,76.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,4.0,4.0,85375.0,85375,------,293,130,69,42,35,11,4,1,0,1
102,102.0,49504.0,11324.0,9414.0,31787.0,19346.0,2090.0,451.0,511.0,88.0,7719.0,1582.0,15757.0,16030.0,28.1,11275.0,20499.0,65.0,0.0,0.0,0.0,15.0,48.0,220.0,0.0,6.0,15.0,25.0,14.0,0.0,0.0,5.0,0.0,1.0,19.0,47.0,0.0,11.0,4.0,85335.0,85335,------,182,101,32,19,21,7,1,1,0,0
103,103.0,72048.0,8311.0,7285.0,23490.0,18643.0,1464.0,193.0,731.0,74.0,1376.0,1009.0,11557.0,11933.0,30.7,8237.0,15211.0,56.0,0.0,0.0,6.0,11.0,64.0,403.0,1.0,4.0,15.0,42.0,1.0,0.0,0.0,1.0,2.0,8.0,12.0,74.0,0.0,17.0,4.0,85388.0,85388,------,152,100,19,12,7,8,5,1,0,0
104,104.0,37136.0,2831.0,2470.0,6156.0,4515.0,263.0,89.0,173.0,6.0,900.0,210.0,2935.0,3221.0,36.7,1558.0,4395.0,14.0,0.0,0.0,0.0,1.0,18.0,41.0,0.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,73.0,0.0,3.0,4.0,85363.0,85363,------,85,44,12,11,14,2,2,0,0,0
105,105.0,57731.0,20027.0,15044.0,37377.0,31847.0,1044.0,332.0,992.0,96.0,1942.0,1124.0,17927.0,19450.0,40.7,8800.0,28542.0,150.0,22.0,0.0,0.0,36.0,98.0,298.0,0.0,8.0,53.0,46.0,3.0,1.0,5.0,2.0,1.0,0.0,9.0,201.0,1.0,29.0,4.0,85209.0,85209,------,522,294,84,55,61,21,3,2,2,0
106,106.0,43682.0,14326.0,11766.0,24782.0,16713.0,1597.0,1477.0,499.0,34.0,3476.0,986.0,12685.0,12097.0,36.2,5299.0,19202.0,100.0,1.0,0.0,28.0,2.0,78.0,106.0,0.0,5.0,40.0,33.0,4.0,1.0,0.0,7.0,4.0,3.0,12.0,51.0,0.0,9.0,4.0,85014.0,85014,------,966,546,146,131,79,22,29,8,4,1
107,107.0,65693.0,12031.0,10583.0,35586.0,16167.0,5873.0,3248.0,2527.0,108.0,5884.0,1779.0,17324.0,18262.0,29.3,12032.0,23541.0,567.0,129.0,0.0,1.0,160.0,343.0,436.0,0.0,18.0,34.0,127.0,199.0,0.0,7.0,16.0,0.0,6.0,20.0,317.0,0.0,87.0,4.0,85339.0,85339,------,309,183,41,48,26,3,4,3,1,0
108,108.0,82340.0,2017.0,1500.0,3051.0,2901.0,16.0,9.0,56.0,0.0,24.0,45.0,1486.0,1565.0,59.8,313.0,2691.0,3.0,0.0,0.0,0.0,0.0,21.0,5.0,0.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,4.0,85377.0,85377,------,226,151,37,25,9,1,2,1,0,0
109,109.0,32133.0,10446.0,8666.0,29352.0,10315.0,6054.0,732.0,439.0,153.0,10354.0,1305.0,14881.0,14471.0,27.5,10096.0,19186.0,53.0,3.0,0.0,3.0,27.0,88.0,149.0,0.0,0.0,12.0,8.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,59.0,1.0,20.0,4.0,85040.0,85040,------,1359,433,248,236,229,125,61,20,6,1
110,110.0,59390.0,13526.0,10985.0,35015.0,27005.0,2168.0,454.0,727.0,137.0,2948.0,1576.0,17198.0,17817.0,29.8,12536.0,22479.0,56.0,3.0,0.0,0.0,2.0,81.0,342.0,1.0,2.0,32.0,20.0,24.0,0.0,0.0,12.0,0.0,2.0,12.0,89.0,1.0,24.0,4.0,85143.0,85143,------,190,123,23,21,17,4,1,1,0,0
111,111.0,37595.0,17619.0,15001.0,37743.0,24772.0,2617.0,1748.0,1408.0,70.0,5722.0,1406.0,18978.0,18765.0,33.1,9712.0,27481.0,764.0,5.0,30.0,4.0,11.0,102.0,140.0,1.0,2.0,42.0,40.0,29.0,0.0,12.0,6.0,3.0,1.0,11.0,172.0,4.0,15.0,4.0,85021.0,85021,------,917,461,133,138,101,35,30,11,4,4
112,112.0,47199.0,17226.0,15395.0,54947.0,25122.0,7831.0,1333.0,1501.0,111.0,16570.0,2479.0,27099.0,27848.0,28.0,18853.0,36072.0,236.0,28.0,0.0,17.0,69.0,173.0,371.0,1.0,6.0,38.0,81.0,25.0,0.0,18.0,20.0,0.0,9.0,16.0,319.0,0.0,21.0,4.0,85041.0,85041,------,350,168,88,40,42,6,5,1,0,0
113,113.0,101932.0,6293.0,5871.0,18104.0,15281.0,375.0,99.0,1512.0,17.0,353.0,467.0,9100.0,9004.0,34.8,5519.0,12321.0,655.0,3.0,0.0,1.0,7.0,226.0,127.0,0.0,10.0,48.0,180.0,2.0,1.0,14.0,42.0,1.0,7.0,4.0,132.0,0.0,21.0,4.0,85083.0,85083,------,184,148,12,17,5,2,0,0,0,0
114,114.0,46746.0,23118.0,20520.0,56208.0,41192.0,2783.0,924.0,1335.0,83.0,7756.0,2135.0,26873.0,29335.0,35.1,15168.0,40608.0,123.0,0.0,0.0,3.0,29.0,141.0,381.0,0.0,12.0,51.0,91.0,28.0,0.0,0.0,12.0,3.0,2.0,46.0,358.0,0.0,28.0,4.0,85345.0,85345,------,699,335,144,100,72,27,14,7,0,0
115,115.0,92875.0,7026.0,6637.0,19007.0,17132.0,276.0,130.0,549.0,25.0,373.0,522.0,9431.0,9576.0,40.0,4955.0,14000.0,149.0,3.0,0.0,1.0,2.0,116.0,96.0,1.0,1.0,47.0,66.0,1.0,0.0,0.0,6.0,0.0,2.0,6.0,26.0,0.0,12.0,4.0,85310.0,85310,------,369,254,42,38,24,5,5,1,0,0
116,116.0,120804.0,2693.0,2493.0,7238.0,6010.0,262.0,42.0,581.0,1.0,136.0,206.0,3538.0,3700.0,38.9,2240.0,4998.0,145.0,0.0,0.0,0.0,6.0,135.0,49.0,0.0,1.0,25.0,136.0,2.0,1.0,0.0,7.0,1.0,8.0,4.0,45.0,0.0,3.0,4.0,85045.0,85045,------,87,79,6,1,1,0,0,0,0,0
117,117.0,51526.0,10342.0,8711.0,17356.0,16317.0,207.0,60.0,176.0,5.0,317.0,274.0,7870.0,9486.0,66.3,2066.0,15018.0,17.0,0.0,0.0,0.0,0.0,19.0,39.0,12.0,2.0,19.0,14.0,2.0,1.0,0.0,1.0,0.0,0.0,9.0,16.0,0.0,15.0,4.0,85373.0,85373,------,152,105,20,11,7,7,2,0,0,0
118,118.0,70525.0,3248.0,2837.0,7708.0,7092.0,99.0,38.0,167.0,6.0,119.0,187.0,3969.0,3739.0,41.8,1906.0,5746.0,41.0,0.0,0.0,0.0,1.0,18.0,39.0,3.0,2.0,5.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,28.0,0.0,9.0,4.0,85087.0,85087,------,107,79,15,8,5,0,0,0,0,0
119,119.0,73941.0,5615.0,4192.0,12163.0,9730.0,490.0,105.0,272.0,21.0,1106.0,439.0,6085.0,6078.0,37.0,3470.0,8693.0,33.0,0.0,0.0,0.0,2.0,26.0,88.0,0.0,0.0,9.0,57.0,1.0,0.0,0.0,6.0,0.0,1.0,15.0,19.0,0.0,9.0,4.0,85396.0,85396,------,130,106,7,6,8,2,1,0,0,0
120,120.0,85421.0,3060.0,2733.0,8745.0,7151.0,387.0,67.0,217.0,9.0,648.0,266.0,4362.0,4383.0,33.1,2693.0,6052.0,23.0,0.0,0.0,0.0,0.0,17.0,109.0,0.0,0.0,13.0,12.0,1.0,0.0,0.0,1.0,4.0,0.0,12.0,19.0,0.0,2.0,4.0,85355.0,85355,------,101,79,10,8,3,1,0,0,0,0
121,121.0,34516.0,1598.0,1345.0,2886.0,2712.0,7.0,36.0,12.0,0.0,55.0,64.0,1493.0,1393.0,52.4,445.0,2435.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,85324.0,85324,------,45,38,4,2,0,1,0,0,0,0
122,122.0,51250.0,425.0,388.0,1249.0,302.0,3.0,856.0,3.0,0.0,44.0,41.0,618.0,631.0,30.6,407.0,842.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,85264.0,85264,------,17,13,0,2,0,0,1,0,1,0
123,123.0,76384.0,16505.0,14570.0,48870.0,39805.0,1773.0,448.0,1200.0,93.0,3830.0,1721.0,24452.0,24418.0,30.1,17658.0,31196.0,89.0,13.0,0.0,0.0,37.0,109.0,390.0,1.0,3.0,48.0,113.0,16.0,0.0,0.0,21.0,7.0,7.0,15.0,249.0,2.0,46.0,4.0,85142.0,85142,------,885,571,118,108,63,20,3,2,0,0
124,124.0,62368.0,12775.0,11068.0,36711.0,29580.0,1264.0,370.0,677.0,59.0,3340.0,1421.0,18329.0,18382.0,28.0,13642.0,23064.0,59.0,16.0,0.0,1.0,16.0,68.0,285.0,4.0,0.0,32.0,43.0,10.0,0.0,0.0,0.0,1.0,0.0,8.0,86.0,0.0,26.0,4.0,85140.0,85140,------,237,162,27,29,10,7,1,1,0,0
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85001,------,35,20,4,4,5,2,0,0,0,0
126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85005,------,12,4,0,1,4,2,1,0,0,0
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85010,------,6,3,1,2,0,0,0,0,0,0
128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85064,------,21,17,1,2,1,0,0,0,0,0
129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85073,------,2,1,0,0,1,0,0,0,0,0
130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85236,------,61,35,12,8,5,1,0,0,0,0
131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85252,------,38,26,6,3,1,2,0,0,0,0
132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85280,------,17,7,2,4,1,2,1,0,0,0
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85287,------,23,9,3,1,5,2,3,0,0,0
134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85311,------,6,4,1,0,1,0,0,0,0,0
135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85318,------,32,24,4,2,2,0,0,0,0,0
136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85327,------,32,18,4,7,3,0,0,0,0,0
137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85329,------,8,5,0,1,2,0,0,0,0,0
138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85378,------,118,63,24,18,10,3,0,0,0,0
139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85385,------,15,13,0,1,1,0,0,0,0,0
